"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","State","Hostname"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_4","0.5579573653049456","4","img","TabPFN-v2 🤯","2026-04-04T14:16:05.000Z","BIN_IMAGE_HATEFUL_MEME","285","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_4","0.7470648303448129","4","ft","TabPFN-v2 🤯","2026-04-04T14:15:14.000Z","BIN_IMAGE_HATEFUL_MEME","480","finished","nlp19.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_4","0.7151390733382363","4","non","TabPFN-v2 🤯","2026-04-04T14:14:47.000Z","BIN_IMAGE_HATEFUL_MEME","20","finished","nlp19.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_4","0.7437341601367189","4","all","TabPFN-v2 🤯","2026-04-04T14:13:00.000Z","BIN_IMAGE_HATEFUL_MEME","289","finished","nlp19.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_4","0.5617218956513458","4","img","TabPFN-v2p5 🇩🇪","2026-04-04T14:11:11.000Z","BIN_IMAGE_HATEFUL_MEME","288","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_4","0.7582975751451051","4","ft","TabPFN-v2p5 🇩🇪","2026-04-04T14:10:46.000Z","BIN_IMAGE_HATEFUL_MEME","491","finished","nlp18.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_4","0.718871857820858","4","non","TabPFN-v2p5 🇩🇪","2026-04-04T14:10:25.000Z","BIN_IMAGE_HATEFUL_MEME","17","finished","nlp18.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_4","0.7542208771382162","4","all","TabPFN-v2p5 🇩🇪","2026-04-04T14:10:10.000Z","BIN_IMAGE_HATEFUL_MEME","272","finished","nlp19.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_4","0.5601187295305315","4","img","TabM Ⓜ️","2026-04-04T14:08:38.000Z","BIN_IMAGE_HATEFUL_MEME","255","finished","nlp19.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_4","0.760927190861424","4","ft","TabM Ⓜ️","2026-04-04T14:07:23.000Z","BIN_IMAGE_HATEFUL_MEME","539","finished","nlp20.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_4","0.7318559161062639","4","non","TabM Ⓜ️","2026-04-04T14:07:02.000Z","BIN_IMAGE_HATEFUL_MEME","16","finished","nlp20.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_4","0.7645197644456908","4","all","TabM Ⓜ️","2026-04-04T14:06:04.000Z","BIN_IMAGE_HATEFUL_MEME","258","finished","nlp18.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_4","0.5398278315987746","4","img","CatBoost 😸","2026-04-04T14:05:54.000Z","BIN_IMAGE_HATEFUL_MEME","251","finished","nlp19.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_4","0.7316945412987234","4","ft","CatBoost 😸","2026-04-04T14:03:16.000Z","BIN_IMAGE_HATEFUL_MEME","468","finished","nlp-srv2.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_4","0.7001920624758599","4","non","CatBoost 😸","2026-04-04T14:02:54.000Z","BIN_IMAGE_HATEFUL_MEME","15","finished","nlp-srv2.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_4","0.729556986470971","4","all","CatBoost 😸","2026-04-04T14:02:41.000Z","BIN_IMAGE_HATEFUL_MEME","255","finished","nlp20.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_4","0.48482812260252595","4","img","LightGBM 💡","2026-04-04T14:01:42.000Z","BIN_IMAGE_HATEFUL_MEME","254","finished","nlp18.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_4","0.7041285495843936","4","ft","LightGBM 💡","2026-04-04T14:01:09.000Z","BIN_IMAGE_HATEFUL_MEME","443","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_4","0.6396474092729668","4","non","LightGBM 💡","2026-04-04T14:00:53.000Z","BIN_IMAGE_HATEFUL_MEME","13","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_4","0.7071285337114618","4","all","LightGBM 💡","2026-04-04T13:58:17.000Z","BIN_IMAGE_HATEFUL_MEME","272","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_3","0.5828461225072883","3","img","TabPFN-v2 🤯","2026-04-04T13:57:59.000Z","BIN_IMAGE_HATEFUL_MEME","275","finished","nlp20.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_3","0.7708874556219278","3","ft","TabPFN-v2 🤯","2026-04-04T13:57:38.000Z","BIN_IMAGE_HATEFUL_MEME","489","finished","nlp19.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_3","0.7271178459373231","3","non","TabPFN-v2 🤯","2026-04-04T13:57:16.000Z","BIN_IMAGE_HATEFUL_MEME","19","finished","nlp19.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_3","0.7531547452129883","3","all","TabPFN-v2 🤯","2026-04-04T13:56:01.000Z","BIN_IMAGE_HATEFUL_MEME","287","finished","nlp19.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_3","0.5933328395087857","3","img","TabPFN-v2p5 🇩🇪","2026-04-04T13:53:27.000Z","BIN_IMAGE_HATEFUL_MEME","269","finished","nlp20.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_3","0.7998264559446776","3","ft","TabPFN-v2p5 🇩🇪","2026-04-04T13:53:26.000Z","BIN_IMAGE_HATEFUL_MEME","489","finished","nlp18.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_3","0.7341654276961498","3","non","TabPFN-v2p5 🇩🇪","2026-04-04T13:53:04.000Z","BIN_IMAGE_HATEFUL_MEME","18","finished","nlp18.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_3","0.7756810810524812","3","all","TabPFN-v2p5 🇩🇪","2026-04-04T13:52:39.000Z","BIN_IMAGE_HATEFUL_MEME","272","finished","nlp19.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_3","0.5926952767445676","3","img","TabM Ⓜ️","2026-04-04T13:51:39.000Z","BIN_IMAGE_HATEFUL_MEME","254","finished","nlp19.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_3","0.7972285860921371","3","ft","TabM Ⓜ️","2026-04-04T13:50:32.000Z","BIN_IMAGE_HATEFUL_MEME","462","finished","nlp-srv2.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_3","0.7309114766588537","3","non","TabM Ⓜ️","2026-04-04T13:50:10.000Z","BIN_IMAGE_HATEFUL_MEME","17","finished","nlp-srv2.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_3","0.7745197115359178","3","all","TabM Ⓜ️","2026-04-04T13:48:38.000Z","BIN_IMAGE_HATEFUL_MEME","259","finished","nlp18.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_3","0.5520023703578288","3","img","CatBoost 😸","2026-04-04T13:48:23.000Z","BIN_IMAGE_HATEFUL_MEME","251","finished","nlp19.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_3","0.7601917450172222","3","ft","CatBoost 😸","2026-04-04T13:46:24.000Z","BIN_IMAGE_HATEFUL_MEME","419","finished","nlp20.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_3","0.7114750715604679","3","non","CatBoost 😸","2026-04-04T13:46:08.000Z","BIN_IMAGE_HATEFUL_MEME","13","finished","nlp20.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_3","0.7424934259607092","3","all","CatBoost 😸","2026-04-04T13:45:33.000Z","BIN_IMAGE_HATEFUL_MEME","274","finished","nlp-srv2.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_3","0.5013835905630128","3","img","LightGBM 💡","2026-04-04T13:44:17.000Z","BIN_IMAGE_HATEFUL_MEME","253","finished","nlp18.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_3","0.7580330262802842","3","ft","LightGBM 💡","2026-04-04T13:44:15.000Z","BIN_IMAGE_HATEFUL_MEME","440","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_3","0.6637954296538113","3","non","LightGBM 💡","2026-04-04T13:43:59.000Z","BIN_IMAGE_HATEFUL_MEME","12","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_3","0.7322765488013291","3","all","LightGBM 💡","2026-04-04T13:42:18.000Z","BIN_IMAGE_HATEFUL_MEME","226","finished","nlp20.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_2","0.6134782355648911","2","img","TabPFN-v2 🤯","2026-04-04T13:40:40.000Z","BIN_IMAGE_HATEFUL_MEME","288","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_2","0.7577658319268152","2","ft","TabPFN-v2 🤯","2026-04-04T13:40:22.000Z","BIN_IMAGE_HATEFUL_MEME","475","finished","nlp19.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_2","0.7230808302601575","2","non","TabPFN-v2 🤯","2026-04-04T13:40:00.000Z","BIN_IMAGE_HATEFUL_MEME","19","finished","nlp19.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_2","0.7557631970201216","2","all","TabPFN-v2 🤯","2026-04-04T13:39:12.000Z","BIN_IMAGE_HATEFUL_MEME","282","finished","nlp19.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_2","0.6272374220242221","2","img","TabPFN-v2p5 🇩🇪","2026-04-04T13:38:12.000Z","BIN_IMAGE_HATEFUL_MEME","240","finished","nlp20.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_2","0.7866148856355258","2","ft","TabPFN-v2p5 🇩🇪","2026-04-04T13:36:22.000Z","BIN_IMAGE_HATEFUL_MEME","471","finished","nlp18.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_2","0.7329035296109544","2","non","TabPFN-v2p5 🇩🇪","2026-04-04T13:36:00.000Z","BIN_IMAGE_HATEFUL_MEME","18","finished","nlp18.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_2","0.782236601922741","2","all","TabPFN-v2p5 🇩🇪","2026-04-04T13:34:30.000Z","BIN_IMAGE_HATEFUL_MEME","274","finished","nlp19.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_2","0.6050020899360321","2","img","TabM Ⓜ️","2026-04-04T13:34:22.000Z","BIN_IMAGE_HATEFUL_MEME","228","finished","nlp20.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_2","0.7924878704345479","2","ft","TabM Ⓜ️","2026-04-04T13:32:50.000Z","BIN_IMAGE_HATEFUL_MEME","463","finished","nlp-srv2.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_0","0.7443452680144549","0","ft","LightGBM 💡","2026-04-04T13:32:31.000Z","BIN_IMAGE_HATEFUL_MEME","441","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_0","0.666586420177671","0","non","LightGBM 💡","2026-04-04T13:32:15.000Z","BIN_IMAGE_HATEFUL_MEME","11","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_0","0.7346892344484951","0","all","LightGBM 💡","2026-04-04T13:31:44.000Z","BIN_IMAGE_HATEFUL_MEME","253","finished","nlp18.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_2","0.727371812847551","2","non","TabM Ⓜ️","2026-04-04T13:31:23.000Z","BIN_IMAGE_HATEFUL_MEME","15","finished","nlp18.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_2","0.7887259855767959","2","all","TabM Ⓜ️","2026-04-04T13:30:08.000Z","BIN_IMAGE_HATEFUL_MEME","256","finished","nlp19.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_2","0.6036370177935566","2","img","CatBoost 😸","2026-04-04T13:28:18.000Z","BIN_IMAGE_HATEFUL_MEME","268","finished","nlp-srv2.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_2","0.7528531595070925","2","ft","CatBoost 😸","2026-04-04T13:27:50.000Z","BIN_IMAGE_HATEFUL_MEME","387","finished","nlp20.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_2","0.724385056163724","2","non","CatBoost 😸","2026-04-04T13:27:34.000Z","BIN_IMAGE_HATEFUL_MEME","14","finished","nlp20.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_2","0.7587631811471898","2","all","CatBoost 😸","2026-04-04T13:27:07.000Z","BIN_IMAGE_HATEFUL_MEME","252","finished","nlp18.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_2","0.5179813863418712","2","img","LightGBM 💡","2026-04-04T13:25:52.000Z","BIN_IMAGE_HATEFUL_MEME","252","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_2","0.7418373447759536","2","ft","LightGBM 💡","2026-04-04T13:24:46.000Z","BIN_IMAGE_HATEFUL_MEME","442","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_2","0.6806710017407315","2","non","LightGBM 💡","2026-04-04T13:24:30.000Z","BIN_IMAGE_HATEFUL_MEME","11","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_2","0.7512605753408712","2","all","LightGBM 💡","2026-04-04T13:23:41.000Z","BIN_IMAGE_HATEFUL_MEME","271","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_1","0.5856053671673694","1","img","TabPFN-v2 🤯","2026-04-04T13:22:03.000Z","BIN_IMAGE_HATEFUL_MEME","297","finished","nlp18.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_1","0.7690461955227749","1","ft","TabPFN-v2 🤯","2026-04-04T13:20:10.000Z","BIN_IMAGE_HATEFUL_MEME","436","finished","nlp20.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_1","0.7196946047904509","1","non","TabPFN-v2 🤯","2026-04-04T13:19:49.000Z","BIN_IMAGE_HATEFUL_MEME","16","finished","nlp20.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_1","0.7479510690419628","1","all","TabPFN-v2 🤯","2026-04-04T13:19:42.000Z","BIN_IMAGE_HATEFUL_MEME","284","finished","nlp19.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_1","0.5832667552023534","1","img","TabPFN-v2p5 🇩🇪","2026-04-04T13:18:48.000Z","BIN_IMAGE_HATEFUL_MEME","288","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_1","0.7665885365685896","1","ft","TabPFN-v2p5 🇩🇪","2026-04-04T13:17:26.000Z","BIN_IMAGE_HATEFUL_MEME","501","finished","nlp19.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_1","0.7202633848498157","1","non","TabPFN-v2p5 🇩🇪","2026-04-04T13:17:05.000Z","BIN_IMAGE_HATEFUL_MEME","17","finished","nlp19.iem.technion.ac.il"
